pfam	num_bact_phyla	bact_phyla	num_arch_phyla	arch_phyla	Ns_enrichment50	Ns_enrichment75	Os_enrichment50	Os_enrichment75	Ss_enrichment50	Ss_enrichment75	cons_pos50	cons_pos75	N_cont	O_cont	S_cont	pi_50	pi_75	
MCM_lid	PF17855	CL0671	LUAA	8	0	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea	0.466	0.7	0.448	0.367	0.0	0.0	58	30	0.378455284553	0.39719142646	0.0246489283075	6.39947509766	10.3969116211
DUF3880	PF12996	no clan	Unassigned	6	4	2	Methanobacteria,Proteobacteria,Thermoprotei,Firmicutes,Cyanobacteria,Planctomycetes	2	Archaea,Bacteria	0.2	0.143	0.55	0.286	0.0	0.0	20	7	0.347404844291	0.403460207612	0.0256055363322	3.32086181641	3.79986572266
Peptidase_M55	PF04951	no clan	Unassigned	9	6	3	Thermoprotei,Halobacteria,Proteobacteria,Thermococci,Actinobacteria,Thermotogae,Deinococcus-Thermus,Chloroflexi,Firmicutes	2	Archaea,Bacteria	0.348	0.379	0.348	0.517	0.034	0.069	89	29	0.313596065489	0.386268038569	0.0324208891477	5.41510009766	4.77178955078
Toxin_YhaV	PF11663	CL0136	Unassigned	2	2	0	Cyanobacteria,Proteobacteria	1	Bacteria	0.538	0.781	0.376	0.188	0.011	0.031	93	32	0.467261904762	0.390873015873	0.0168650793651	9.77398681641	10.533996582
DUF1062	PF06353	no clan	Unassigned	3	3	0	Actinobacteria,Bacteroidetes,Proteobacteria	1	Bacteria	0.52	0.583	0.413	0.458	0.027	0.083	75	24	0.430769230769	0.425874125874	0.027972027972	6.34625244141	8.03045654297
7TM-7TMR_HD	PF07698	CL0192	LUBA_perm	14	14	0	Proteobacteria,Chlamydiae,Cyanobacteria,Chloroflexi,Thermotogae,Spirochaetes,Fusobacteria,Bacteroidetes,Actinobacteria,Ignavibacteriae,Planctomycetes,Firmicutes,Rhodothermaeota,Aquificae	1	Bacteria	0.238	1.0	0.19	0.5	0.0	0.0	21	4	0.178423236515	0.217762527929	0.026651771465	6.00140380859	6.43121337891
SPP	PF06550	CL0130	Unassigned	5	1	4	Methanomicrobia,Halobacteria,Thermoplasmata,Archaeoglobi,Chloroflexi	2	Archaea,Bacteria	0.199	0.186	0.263	0.271	0.032	0.014	156	70	0.112567764413	0.211304830983	0.0187262542986	4.59552001953	3.83612060547
Sucrose_synth	PF00862	CL0113	Unassigned	4	4	0	Proteobacteria,Thermotogae,Cyanobacteria,Firmicutes	1	Bacteria	0.437	0.459	0.404	0.514	0.007	0.0	151	37	0.295246568378	0.337951194713	0.0160142348754	6.58929443359	5.43743896484
DUF5763	PF19067	no clan	Unassigned	1	0	1	Halobacteria	1	Archaea	0.412	0.407	0.765	0.704	0.088	0.111	34	27	0.421052631579	0.753095975232	0.0789473684211	4.18609619141	4.22845458984
SPW	PF03779	no clan	Unassigned	5	4	1	Chlamydiae,Actinobacteria,Halobacteria,Proteobacteria,Chloroflexi	2	Bacteria,Archaea	0.286	0.5	0.143	0.0	0.0	0.0	14	4	0.0980629539952	0.162227602906	0.0123755716976	5.52496337891	5.52496337891
RuvA_C	PF07499	CL0214	Unassigned	18	17	1	Actinobacteria,Chlamydiae,Methanomicrobia,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Proteobacteria,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Fusobacteria,Firmicutes,Ignavibacteriae,Spirochaetes,Planctomycetes,Aquificae,Rhodothermaeota	2	Bacteria,Archaea	0.2	0.0	0.333	0.0	0.0	0.0	15	6	0.267895740623	0.393388429752	0.0134774316592	4.53155517578	5.57000732422
AbiJ_NTD4	PF18863	no clan	Unassigned	3	1	2	Thermotogae,Methanobacteria,Thermococci	2	Bacteria,Archaea	0.318	0.353	0.645	0.588	0.028	0.029	107	34	0.348184818482	0.519801980198	0.036303630363	4.28863525391	4.21673583984
PTS_IIB	PF02302	CL0031	Unassigned	12	9	3	Actinobacteria,Halobacteria,Proteobacteria,Chloroflexi,Deinococcus-Thermus,Spirochaetes,Fusobacteria,Firmicutes,Tenericutes,Thermoprotei,Thermococci,Thermotogae	2	Bacteria,Archaea	0.0	0.0	0.538	0.667	0.154	0.333	13	3	0.200741923366	0.334851615327	0.032541322314	3.76776123047	4.29937744141
Ecotin	PF03974	no clan	Unassigned	2	2	0	Acidobacteria,Proteobacteria	1	Bacteria	0.414	0.421	0.425	0.368	0.057	0.026	87	38	0.4	0.445333333333	0.0426666666667	9.14849853516	8.72332763672
NTP_transf_3	PF12804	CL0110	LUCA_perm	25	17	8	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Thermoplasmata,Proteobacteria,Chlamydiae,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria	0.35	0.625	0.1	0.25	0.0	0.0	20	8	0.0440332315658	0.0457716631259	0.00366152201134	8.74774169922	8.79266357422
GCHY-1	PF02649	CL0334	Unassigned	17	9	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Proteobacteria,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Spirochaetes,Firmicutes,Chloroflexi,Planctomycetes,Actinobacteria,Aquificae,Deinococcus-Thermus	2	Archaea,Bacteria	0.405	0.561	0.399	0.491	0.059	0.035	153	57	0.327424413821	0.433746400658	0.0363790621144	5.94085693359	5.61175537109
CTP-dep_RFKase	PF01982	no clan	Unassigned	9	1	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria,Proteobacteria	2	Archaea,Bacteria	0.41	0.424	0.361	0.424	0.016	0.0	61	33	0.308774038462	0.405498798077	0.0178185096154	6.89129638672	4.78277587891
PQQ	PF01011	CL0186	Unassigned	13	8	5	Halobacteria,Methanomicrobia,Acidobacteria,Thermoprotei,Proteobacteria,Chloroflexi,Methanobacteria,Ignavibacteriae,Thermoplasmata,Planctomycetes,Bacteroidetes,Firmicutes,Actinobacteria	2	Archaea,Bacteria	0.091	0.333	0.636	0.0	0.0	0.0	11	3	0.245043503067	0.413065183283	0.00984167736414	3.56365966797	5.57000732422
ABC_trans_CmpB	PF06541	no clan	Unassigned	6	5	1	Actinobacteria,Methanomicrobia,Fusobacteria,Firmicutes,Chloroflexi,Proteobacteria	2	Bacteria,Archaea	0.268	0.267	0.39	0.533	0.0	0.0	41	15	0.221641791045	0.217661691542	0.0355721393035	4.12420654297	3.57452392578
Sigma54_activat	PF00158	CL0023	Unassigned	20	17	3	Actinobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanobacteria,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Halobacteria,Rhodothermaeota	2	Bacteria,Archaea	0.344	0.4	0.427	0.42	0.01	0.02	96	50	0.242947232947	0.256248391248	0.0143114543115	5.04718017578	5.66583251953
PepSY_like	PF11396	CL0320	Unassigned	4	4	0	Bacteroidetes,Ignavibacteriae,Spirochaetes,Proteobacteria	1	Bacteria	0.154	0.333	0.154	0.0	0.0	0.0	13	3	0.228596389051	0.452824694234	0.0174723354688	5.52362060547	5.52496337891
GlcNAc_2-epim	PF07221	CL0059	Unassigned	15	10	5	Halobacteria,Methanomicrobia,Acidobacteria,Chloroflexi,Actinobacteria,Proteobacteria,Archaeoglobi,Methanobacteria,Planctomycetes,Cyanobacteria,Spirochaetes,Thermoplasmata,Firmicutes,Bacteroidetes,Rhodothermaeota	2	Archaea,Bacteria	0.0	0.0	0.5	0.667	0.0	0.0	16	3	0.0935220935221	0.119794079794	0.00554268554269	3.56365966797	5.52435302734
Glucos_trans_II	PF14264	no clan	Unassigned	2	2	0	Firmicutes,Proteobacteria	1	Bacteria	0.348	0.431	0.275	0.328	0.033	0.0	302	58	0.264367816092	0.258620689655	0.0301724137931	10.212097168	9.16351318359
Y2_Tnp	PF04986	CL0481	Unassigned	7	6	1	Proteobacteria,Acidobacteria,Chloroflexi,Methanomicrobia,Fusobacteria,Bacteroidetes,Firmicutes	2	Bacteria,Archaea	0.711	1.0	0.132	0.143	0.0	0.0	38	7	0.317379988433	0.203152111047	0.0175679583574	11.4515991211	8.76177978516
DDE_5	PF13546	CL0219	Unassigned	12	10	2	Proteobacteria,Chlamydiae,Acidobacteria,Halobacteria,Cyanobacteria,Methanomicrobia,Deinococcus-Thermus,Bacteroidetes,Chloroflexi,Firmicutes,Actinobacteria,Planctomycetes	2	Bacteria,Archaea	0.167	0.0	0.458	2.0	0.0	0.0	24	2	0.223048437269	0.198829802992	0.011302029329	4.42901611328	3.89166259766
DDE_3	PF13358	CL0219	Unassigned	18	12	6	Methanomicrobia,Chlamydiae,Acidobacteria,Cyanobacteria,Actinobacteria,Halobacteria,Chlorobi,Proteobacteria,Thermoprotei,Archaeoglobi,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Chloroflexi,Planctomycetes,Methanobacteria,Thermoplasmata,Firmicutes	2	Archaea,Bacteria	0.45	0.667	0.5	0.833	0.0	0.0	20	6	0.168041082315	0.158160905733	0.0104387519145	4.53643798828	4.71295166016
DDE_2	PF02914	CL0219	Unassigned	2	2	0	Spirochaetes,Proteobacteria	1	Bacteria	0.663	0.75	0.316	0.35	0.02	0.0	98	20	0.363304093567	0.33918128655	0.0343567251462	10.5922241211	10.2670288086
Darcynin	PF17074	no clan	Unassigned	3	3	0	Actinobacteria,Acidobacteria,Bacteroidetes	1	Bacteria	0.358	0.682	0.552	0.591	0.015	0.0	67	22	0.365217391304	0.475362318841	0.0144927536232	4.38543701172	5.10919189453
preATP-grasp_3	PF18301	no clan	Unassigned	5	2	3	Methanomicrobia,Archaeoglobi,Methanobacteria,Proteobacteria,Planctomycetes	2	Archaea,Bacteria	0.053	0.091	0.632	0.727	0.0	0.0	19	11	0.205882352941	0.381635581062	0.0251076040172	3.43438720703	3.43438720703
TraW_N	PF12477	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria	0.231	0.0	0.269	0.333	0.0	0.0	26	6	0.183333333333	0.283333333333	0.0	9.69976806641	3.79986572266
Bac_export_2	PF01312	no clan	LUOA	11	11	0	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria	0.407	0.143	0.42	0.095	0.025	0.0	81	21	0.268505079826	0.269288363628	0.026055705301	6.80950927734	8.54083251953
Bac_export_3	PF01313	no clan	LUOA	11	11	0	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria	0.25	0.4	0.281	0.4	0.031	0.0	32	15	0.181699772061	0.269781830023	0.0516118528167	5.97161865234	6.42620849609
MurJ	PF03023	CL0222	LUBA_perm	16	16	0	Actinobacteria,Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Spirochaetes,Fusobacteria,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Aquificae,Rhodothermaeota	1	Bacteria	0.263	0.368	0.2	0.053	0.0	0.0	95	19	0.158773426708	0.149325177847	0.0160819685452	6.00311279297	5.52496337891
Bac_export_1	PF01311	no clan	LUOA	11	11	0	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria	0.404	0.8	0.14	0.1	0.018	0.0	57	20	0.205150462963	0.236207561728	0.0459587191358	9.51690673828	12.0000610352
Peptidase_M24_C	PF16188	no clan	LUOA	7	7	0	Proteobacteria,Spirochaetes,Fusobacteria,Cyanobacteria,Firmicutes,Bacteroidetes,Thermotogae	1	Bacteria	0.259	0.353	0.481	0.471	0.0	0.0	27	17	0.385584677419	0.495463709677	0.0262096774194	3.91302490234	4.13031005859
MukB_hinge	PF16330	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria	0.403	0.397	0.597	0.5	0.008	0.0	129	58	0.40380952381	0.56	0.012380952381	4.29449462891	4.33807373047
Dala_Dala_lig_N	PF01820	CL0483	LUBA_perm	17	17	0	Actinobacteria,Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Rhodothermaeota	1	Bacteria	0.139	0.2	0.472	0.6	0.0	0.0	36	20	0.162078313253	0.216325301205	0.0111144578313	3.76654052734	3.91302490234
CBP_GIL	PF10995	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria	0.52	0.357	0.339	0.329	0.012	0.029	254	70	0.337294332724	0.3021023766	0.0210237659963	8.88323974609	4.71722412109
Dala_Dala_lig_C	PF07478	CL0179	Unassigned	20	17	3	Actinobacteria,Chlamydiae,Proteobacteria,Methanomicrobia,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Aquificae,Halobacteria,Rhodothermaeota	2	Bacteria,Archaea	0.246	0.476	0.404	0.571	0.018	0.0	57	21	0.168121851251	0.225984117496	0.0150179318589	4.44122314453	4.87188720703
YukD	PF08817	CL0072	Unassigned	3	3	0	Actinobacteria,Chloroflexi,Firmicutes	1	Bacteria	0.35	0.4	0.325	0.333	0.0	0.0	40	15	0.354166666667	0.358712121212	0.0162878787879	4.17156982422	4.20782470703
DUF3692	PF12469	CL0276	Unassigned	12	7	5	Thermoprotei,Methanomicrobia,Cyanobacteria,Chloroflexi,Thermococci,Methanopyri,Archaeoglobi,Bacteroidetes,Actinobacteria,Proteobacteria,Thermotogae,Deinococcus-Thermus	2	Archaea,Bacteria	0.6	0.625	0.32	0.625	0.0	0.0	25	8	0.173635307782	0.19468641115	0.00936411149826	9.17437744141	5.80645751953
Lact_bio_phlase	PF09508	CL0369	Unassigned	1	1	0	Firmicutes	1	Bacteria	0.414	0.449	0.498	0.513	0.035	0.027	432	187	0.397494305239	0.507972665148	0.0353075170843	6.07269287109	4.96990966797
DUF72	PF01904	no clan	LUCA_perm	20	14	6	Thermoprotei,Methanomicrobia,Thermoplasmata,Chlamydiae,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Actinobacteria,Archaeoglobi,Thermotogae,Deinococcus-Thermus,Proteobacteria,Bacteroidetes,Ignavibacteriae,Planctomycetes,Firmicutes,Aquificae,Methanobacteria,Rhodothermaeota	2	Archaea,Bacteria	0.431	0.65	0.353	0.6	0.0	0.0	51	20	0.235987836949	0.222951594346	0.0108789447732	6.92047119141	6.72821044922
DUF2808	PF10989	no clan	Unassigned	2	1	1	Cyanobacteria,Halobacteria	2	Bacteria,Archaea	0.3	0.5	0.167	0.333	0.0	0.0	30	6	0.297942386831	0.37037037037	0.00637860082305	3.79986572266	5.52435302734
